unified_id,month,zipcode,city,host_type,bedrooms,bathrooms,guests,revenue,openness,occupancy,nightly_rate,lead_time,length_stay
AIR10052559,2020-12,92315,Big Bear Lake,Professionals,3,2.5,8,16185,31,0.612903226,851.8421053,12.27272727,1.909090909
AIR10052559,2020-02,92315,Big Bear Lake,Professionals,3,2.5,8,6000,29,0.344827586,600,16.66666667,3
AIR10052559,2020-03,92315,Big Bear Lake,Professionals,3,2.5,8,299,31,0.032258065,299,1,1
AIR10052559,2020-04,92315,Big Bear Lake,Professionals,3,2.5,8,0,6,0,,,
AIR10052559,2020-05,92315,Big Bear Lake,Professionals,3,2.5,8,0,17,0,,,
AIR10052559,2020-07,92315,Big Bear Lake,Professionals,3,2.5,8,20353,31,1,656.5483871,15,31
AIR10052559,2020-08,92315,Big Bear Lake,Professionals,3,2.5,8,20353,31,1,656.5483871,12,31
AIR10052559,2020-09,92315,Big Bear Lake,Professionals,3,2.5,8,19678,30,1,655.9333333,31,51
AIR10052559,2021-01,92315,Big Bear Lake,Professionals,3,2.5,8,13785,31,0.612903226,725.5263158,17.25,2.125
AIR10052559,2021-10,92315,Big Bear Lake,Professionals,3,2.5,8,1770,31,0.064516129,885,1,1
AIR10052559,2021-11,92315,Big Bear Lake,Professionals,3,2.5,8,2775,30,0.133333333,693.75,5.333333333,1.333333333
AIR10052559,2021-12,92315,Big Bear Lake,Professionals,3,2.5,8,13830,31,0.580645161,768.3333333,12.4,3.8
AIR10052559,2021-02,92315,Big Bear Lake,Professionals,3,2.5,8,15757,28,0.75,750.3333333,22,2.333333333
AIR10052559,2021-03,92315,Big Bear Lake,Professionals,3,2.5,8,5573,31,0.258064516,696.625,12,2.666666667
AIR10052559,2021-04,92315,Big Bear Lake,Professionals,3,2.5,8,0,30,0,,,
AIR10052559,2021-05,92315,Big Bear Lake,Professionals,3,2.5,8,0,31,0,,,
AIR10052559,2021-06,92315,Big Bear Lake,Professionals,3,2.5,8,11280,30,0.4,940,1,43
AIR10052559,2021-07,92315,Big Bear Lake,Professionals,3,2.5,8,28645,31,1,924.0322581,,
AIR10052559,2021-08,92315,Big Bear Lake,Professionals,3,2.5,8,775,31,0.032258065,775,63,1
AIR10052559,2021-09,92315,Big Bear Lake,Professionals,3,2.5,8,0,30,0,,,
AIR10052559,2022-01,92315,Big Bear Lake,Professionals,3,2.5,8,10913,31,0.451612903,779.5,14.71428571,1.857142857
AIR10052559,2022-10,92315,Big Bear Lake,Professionals,3,2.5,8,21955,31,0.935483871,757.0689655,,
AIR10052559,2022-11,92315,Big Bear Lake,Professionals,3,2.5,8,22850,30,1,761.6666667,48,20
AIR10052559,2022-12,92315,Big Bear Lake,Professionals,3,2.5,8,24628,31,0.838709677,947.2307692,24.6,3.4
AIR10052559,2022-02,92315,Big Bear Lake,Professionals,3,2.5,8,4770,28,0.214285714,795,21,3
AIR10052559,2022-03,92315,Big Bear Lake,Professionals,3,2.5,8,2285,31,0.096774194,761.6666667,3,1.5
AIR10052559,2022-04,92315,Big Bear Lake,Professionals,3,2.5,8,0,30,0,,,
AIR10052559,2022-05,92315,Big Bear Lake,Professionals,3,2.5,8,13510,31,0.580645161,750.5555556,1,18
AIR10052559,2022-06,92315,Big Bear Lake,Professionals,3,2.5,8,21755,30,0.966666667,750.1724138,20,29
AIR10052559,2022-07,92315,Big Bear Lake,Professionals,3,2.5,8,0,31,0,,,
AIR10052559,2022-08,92315,Big Bear Lake,Professionals,3,2.5,8,0,31,0,,,
AIR10052559,2022-09,92315,Big Bear Lake,Professionals,3,2.5,8,12120,30,0.533333333,757.5,1,45
AIR10178668,2020-01,92315,Big Bear Lake,Professionals,3,2.5,7,7633,31,0.548387097,449,13.76923077,1.461538462
AIR10178668,2020-10,92315,Big Bear Lake,Professionals,3,2.5,7,1572,3,1,524,7,4
AIR10178668,2020-11,92315,Big Bear Lake,Professionals,3,2.5,7,11448,30,0.8,477,25.5,3.833333333
AIR10178668,2020-12,92315,Big Bear Lake,Professionals,3,2.5,7,17192,31,0.838709677,661.2307692,30,3.857142857
AIR10178668,2020-02,92315,Big Bear Lake,Professionals,3,2.5,7,5676,29,0.482758621,405.4285714,9.75,1.625
AIR10178668,2020-03,92315,Big Bear Lake,Professionals,3,2.5,7,1299,22,0.227272727,259.8,13,5
AIR10178668,2020-07,92315,Big Bear Lake,Professionals,3,2.5,7,,4,1,,,
AIR10178668,2021-01,92315,Big Bear Lake,Professionals,3,2.5,7,17507,31,0.903225806,625.25,15.85714286,1.928571429
AIR10178668,2021-10,92315,Big Bear Lake,Professionals,3,2.5,7,5448,29,0.827586207,227,42.1,2.4
AIR10178668,2021-11,92315,Big Bear Lake,Professionals,3,2.5,7,5091,30,0.466666667,363.6428571,59.2,2.8
AIR10178668,2021-12,92315,Big Bear Lake,Professionals,3,2.5,7,13613,31,0.774193548,567.2083333,15.77777778,2.777777778
AIR10178668,2021-02,92315,Big Bear Lake,Professionals,3,2.5,7,13794,28,0.785714286,627,10.875,2.75
AIR10178668,2021-03,92315,Big Bear Lake,Professionals,3,2.5,7,7873,31,0.548387097,463.1176471,8.875,2.125
AIR10178668,2021-04,92315,Big Bear Lake,Professionals,3,2.5,7,9051,30,0.866666667,348.1153846,57.5,19.125
AIR10178668,2021-05,92315,Big Bear Lake,Professionals,3,2.5,7,12674,31,1,408.8387097,,
AIR10178668,2021-06,92315,Big Bear Lake,Professionals,3,2.5,7,17106,30,1,570.2,,
AIR10178668,2021-07,92315,Big Bear Lake,Professionals,3,2.5,7,19373,31,1,624.9354839,,
AIR10178668,2021-08,92315,Big Bear Lake,Professionals,3,2.5,7,17735,31,1,572.0967742,,
AIR10178668,2021-09,92315,Big Bear Lake,Professionals,3,2.5,7,2390,4,1,597.5,,
AIR10178668,2022-01,92315,Big Bear Lake,Professionals,3,2.5,7,11022,31,0.612903226,580.1052632,9.777777778,2
AIR10178668,2022-10,92315,Big Bear Lake,Professionals,3,2.5,7,5134,29,0.793103448,223.2173913,91.75,2.875
AIR10178668,2022-11,92315,Big Bear Lake,Professionals,3,2.5,7,3451,30,0.5,230.0666667,68.85714286,2.142857143
AIR10178668,2022-12,92315,Big Bear Lake,Professionals,3,2.5,7,9181,31,0.516129032,573.8125,6.75,2.125
AIR10178668,2022-02,92315,Big Bear Lake,Professionals,3,2.5,7,7676,28,0.535714286,511.7333333,15.42857143,2.142857143
AIR10178668,2022-03,92315,Big Bear Lake,Professionals,3,2.5,7,4755,31,0.709677419,216.1363636,18.44444444,2.444444444
AIR10178668,2022-04,92315,Big Bear Lake,Professionals,3,2.5,7,28950,30,1,965,330,30
AIR10178668,2022-05,92315,Big Bear Lake,Professionals,3,2.5,7,8629,31,1,278.3548387,284,63
AIR10178668,2022-06,92315,Big Bear Lake,Professionals,3,2.5,7,17505,30,1,583.5,,
AIR10178668,2022-07,92315,Big Bear Lake,Professionals,3,2.5,7,1888,2,1,944,,
AIR10204420,2020-01,92252,Joshua Tree,2-5 Units,3,2,12,7750,31,0.516129032,484.375,31.125,2.25
AIR10204420,2020-10,92252,Joshua Tree,2-5 Units,3,2,12,1950,31,0.096774194,650,254,3
AIR10204420,2020-11,92252,Joshua Tree,2-5 Units,3,2,12,0,30,0,,,
AIR10204420,2020-12,92252,Joshua Tree,2-5 Units,3,2,12,0,29,0,,,
AIR10204420,2020-02,92252,Joshua Tree,2-5 Units,3,2,12,9750,29,0.724137931,464.2857143,29,2.857142857
AIR10204420,2020-03,92252,Joshua Tree,2-5 Units,3,2,12,11099.88,31,0.838709677,426.9184617,51.11111111,3.222222222
AIR10204420,2020-04,92252,Joshua Tree,2-5 Units,3,2,12,6549.819977,30,0.4,545.8183314,99,3
AIR10204420,2020-05,92252,Joshua Tree,2-5 Units,3,2,12,7950,31,0.483870968,530,128.1666667,2.5
AIR10204420,2020-06,92252,Joshua Tree,2-5 Units,3,2,12,7125,30,0.5,475,129.4,3
AIR10204420,2020-07,92252,Joshua Tree,2-5 Units,3,2,12,5175,31,0.290322581,575,150,2.25
AIR10204420,2020-08,92252,Joshua Tree,2-5 Units,3,2,12,4700,31,0.35483871,427.2727273,204.75,3
AIR10204420,2020-09,92252,Joshua Tree,2-5 Units,3,2,12,1725,30,0.1,575,228,2
AIR10204420,2021-01,92252,Joshua Tree,2-5 Units,3,2,12,0,31,0,,,
AIR10204420,2021-02,92252,Joshua Tree,2-5 Units,3,2,12,0,28,0,,,
AIR10204420,2021-03,92252,Joshua Tree,2-5 Units,3,2,12,0,6,0,,,
AIR10211502,2020-01,92315,Big Bear Lake,Professionals,3,3,9,8380,31,0.516129032,523.75,20.88888889,1.888888889
AIR10211502,2020-10,92315,Big Bear Lake,Professionals,3,3,9,9064,31,1,292.3870968,58,8
AIR10211502,2020-11,92315,Big Bear Lake,Professionals,3,3,9,10017,30,0.833333333,400.68,81.6,9
AIR10211502,2020-12,92315,Big Bear Lake,Professionals,3,3,9,19726,31,1,636.3225806,84.66666667,2.333333333
AIR10211502,2020-02,92315,Big Bear Lake,Professionals,3,3,9,8118,29,0.551724138,507.375,9.888888889,1.666666667
AIR10211502,2020-03,92315,Big Bear Lake,Professionals,3,3,9,2555,17,0.294117647,511,37.5,2.5
AIR10211502,2020-05,92315,Big Bear Lake,Professionals,3,3,9,0,4,0,,,
AIR10211502,2020-06,92315,Big Bear Lake,Professionals,3,3,9,0,5,0,,,
AIR10211502,2020-07,92315,Big Bear Lake,Professionals,3,3,9,10436,31,1,336.6451613,20.27272727,2.909090909
AIR10211502,2020-08,92315,Big Bear Lake,Professionals,3,3,9,8820,31,0.870967742,326.6666667,26.5,2.6
AIR10211502,2020-09,92315,Big Bear Lake,Professionals,3,3,9,5801,30,0.533333333,362.5625,33.4,8.6
AIR10211502,2021-01,92315,Big Bear Lake,Professionals,3,3,9,17589,31,1,567.3870968,50.6,42.6
AIR10211502,2021-10,92315,Big Bear Lake,Professionals,3,3,9,0,31,0,,,
AIR10211502,2021-11,92315,Big Bear Lake,Professionals,3,3,9,0,30,0,,,
AIR10211502,2021-12,92315,Big Bear Lake,Professionals,3,3,9,0,31,0,,,
AIR10211502,2021-02,92315,Big Bear Lake,Professionals,3,3,9,14665,28,1,523.75,,
AIR10211502,2021-03,92315,Big Bear Lake,Professionals,3,3,9,5673,31,1,183,,
AIR10211502,2021-04,92315,Big Bear Lake,Professionals,3,3,9,5568,30,1,185.6,,
AIR10211502,2021-05,92315,Big Bear Lake,Professionals,3,3,9,7329,31,1,236.4193548,,
AIR10211502,2021-06,92315,Big Bear Lake,Professionals,3,3,9,9742,30,1,324.7333333,,
AIR10211502,2021-07,92315,Big Bear Lake,Professionals,3,3,9,11349,31,1,366.0967742,,
AIR10211502,2021-08,92315,Big Bear Lake,Professionals,3,3,9,356,31,0.032258065,356,,
AIR10211502,2021-09,92315,Big Bear Lake,Professionals,3,3,9,0,30,0,,,
AIR10211502,2022-01,92315,Big Bear Lake,Professionals,3,3,9,0,31,0,,,
AIR10211502,2022-02,92315,Big Bear Lake,Professionals,3,3,9,0,5,0,,,
AIR10211700,2020-01,92315,Big Bear Lake,Single Owners,5,2,12,24216,31,1,781.1612903,11.04,1.4
AIR10211700,2020-10,92315,Big Bear Lake,Single Owners,5,2,12,2355,31,0.096774194,785,2.5,2
AIR10211700,2020-11,92315,Big Bear Lake,Single Owners,5,2,12,7375,30,0.3,819.4444444,33.75,2.25
AIR10211700,2020-12,92315,Big Bear Lake,Single Owners,5,2,12,9885,31,0.35483871,898.6363636,73,2.4
AIR10211700,2020-02,92315,Big Bear Lake,Single Owners,5,2,12,20550,29,1,708.6206897,5.739130435,1.173913043
AIR10211700,2020-03,92315,Big Bear Lake,Single Owners,5,2,12,14000,31,0.64516129,700,1.444444444,1.111111111
AIR10211700,2020-04,92315,Big Bear Lake,Single Owners,5,2,12,2100,8,0.375,700,50,3
AIR10211700,2020-05,92315,Big Bear Lake,Single Owners,5,2,12,0,31,0,,,
AIR10211700,2020-06,92315,Big Bear Lake,Single Owners,5,2,12,7700,30,0.366666667,700,3.142857143,2
AIR10211700,2020-07,92315,Big Bear Lake,Single Owners,5,2,12,15400,31,0.709677419,700,12.8,4.6
AIR10211700,2020-08,92315,Big Bear Lake,Single Owners,5,2,12,9175,31,0.419354839,705.7692308,10.6,2.4
AIR10211700,2020-09,92315,Big Bear Lake,Single Owners,5,2,12,3625,30,0.166666667,725,18,1.666666667
AIR10211700,2021-01,92315,Big Bear Lake,Single Owners,5,2,12,17970,31,0.709677419,816.8181818,39.875,2.625
AIR10211700,2021-10,92315,Big Bear Lake,Single Owners,5,2,12,2355,31,0.096774194,785,2,1
AIR10211700,2021-11,92315,Big Bear Lake,Single Owners,5,2,12,1665,30,0.066666667,832.5,228,2
AIR10211700,2021-12,92315,Big Bear Lake,Single Owners,5,2,12,7533,31,0.290322581,837,126.8333333,1.666666667
AIR10211700,2021-02,92315,Big Bear Lake,Single Owners,5,2,12,7850,28,0.357142857,785,43.5,2.5
AIR10211700,2021-03,92315,Big Bear Lake,Single Owners,5,2,12,7065,31,0.290322581,785,24.33333333,3
AIR10211700,2021-04,92315,Big Bear Lake,Single Owners,5,2,12,0,30,0,,,
AIR10211700,2021-05,92315,Big Bear Lake,Single Owners,5,2,12,0,31,0,,,
AIR10211700,2021-06,92315,Big Bear Lake,Single Owners,5,2,12,0,30,0,,,
AIR10211700,2021-07,92315,Big Bear Lake,Single Owners,5,2,12,1570,31,0.064516129,785,7,2
AIR10211700,2021-08,92315,Big Bear Lake,Single Owners,5,2,12,0,31,0,,,
AIR10211700,2021-09,92315,Big Bear Lake,Single Owners,5,2,12,0,30,0,,,
AIR10211700,2022-01,92315,Big Bear Lake,Single Owners,5,2,12,9264,31,0.322580645,926.4,46.6,1.8
AIR10211700,2022-10,92315,Big Bear Lake,Single Owners,5,2,12,0,31,0,,,
AIR10211700,2022-11,92315,Big Bear Lake,Single Owners,5,2,12,0,30,0,,,
AIR10211700,2022-12,92315,Big Bear Lake,Single Owners,5,2,12,8250,31,0.258064516,1031.25,72.75,2
AIR10211700,2022-02,92315,Big Bear Lake,Single Owners,5,2,12,10832,28,0.428571429,902.6666667,54,3
AIR10211700,2022-03,92315,Big Bear Lake,Single Owners,5,2,12,2550,31,0.096774194,850,38,3
AIR10211700,2022-04,92315,Big Bear Lake,Single Owners,5,2,12,0,30,0,,,
AIR10211700,2022-05,92315,Big Bear Lake,Single Owners,5,2,12,2550,31,0.096774194,850,1.5,1.5
AIR10211700,2022-06,92315,Big Bear Lake,Single Owners,5,2,12,0,30,0,,,
AIR10211700,2022-07,92315,Big Bear Lake,Single Owners,5,2,12,0,31,0,,,
AIR10211700,2022-08,92315,Big Bear Lake,Single Owners,5,2,12,0,31,0,,,
AIR10211700,2022-09,92315,Big Bear Lake,Single Owners,5,2,12,0,30,0,,,
AIR10226828,2020-01,92315,Big Bear Lake,Single Owners,4,2,10,0,31,0,,,
AIR10226828,2020-02,92315,Big Bear Lake,Single Owners,4,2,10,995.8800049,29,0.137931034,248.9700012,173,4
AIR10226828,2020-03,92315,Big Bear Lake,Single Owners,4,2,10,0,31,0,,,
AIR10226828,2020-04,92315,Big Bear Lake,Single Owners,4,2,10,0,30,0,,,
AIR10226828,2020-05,92315,Big Bear Lake,Single Owners,4,2,10,0,31,0,,,
AIR10226828,2020-06,92315,Big Bear Lake,Single Owners,4,2,10,0,30,0,,,
AIR10226828,2020-07,92315,Big Bear Lake,Single Owners,4,2,10,0,20,0,,,
AIR10344705,2020-01,92314,Big Bear City,2-5 Units,3,1,5,0,31,0,,,
AIR10344705,2020-10,92314,Big Bear City,2-5 Units,3,1,5,1990,31,0.322580645,199,1.714285714,1.571428571
AIR10344705,2020-11,92314,Big Bear City,2-5 Units,3,1,5,3415,30,0.566666667,200.8823529,9.375,2.25
AIR10344705,2020-12,92314,Big Bear City,2-5 Units,3,1,5,4787,31,0.774193548,199.4583333,63.85714286,3.571428571
AIR10344705,2020-02,92314,Big Bear City,2-5 Units,3,1,5,0,29,0,,,
AIR10344705,2020-03,92314,Big Bear City,2-5 Units,3,1,5,0,31,0,,,
AIR10344705,2020-04,92314,Big Bear City,2-5 Units,3,1,5,0,30,0.2,,,
AIR10344705,2020-05,92314,Big Bear City,2-5 Units,3,1,5,894,31,0.193548387,149,4,6
AIR10344705,2020-06,92314,Big Bear City,2-5 Units,3,1,5,596,30,0.133333333,149,6,4
AIR10344705,2020-07,92314,Big Bear City,2-5 Units,3,1,5,4146,31,0.774193548,172.75,9.5,3.375
AIR10344705,2020-08,92314,Big Bear City,2-5 Units,3,1,5,4837,31,0.806451613,193.48,4.125,2.875
AIR10344705,2020-09,92314,Big Bear City,2-5 Units,3,1,5,1990,30,0.333333333,199,24,3.333333333
AIR10344705,2021-01,92314,Big Bear City,2-5 Units,3,1,5,4781,31,0.774193548,199.2083333,30.33333333,3.833333333
AIR10344705,2021-10,92314,Big Bear City,2-5 Units,3,1,5,350,31,0.064516129,175,17,2
AIR10344705,2021-11,92314,Big Bear City,2-5 Units,3,1,5,1862,30,0.4,155.1666667,16.63636364,1.090909091
AIR10344705,2021-12,92314,Big Bear City,2-5 Units,3,1,5,4222,31,0.838709677,162.3846154,79.08333333,2.25
AIR10344705,2021-02,92314,Big Bear City,2-5 Units,3,1,5,3591,28,0.642857143,199.5,34.75,4.75
AIR10344705,2021-03,92314,Big Bear City,2-5 Units,3,1,5,1115,31,0.161290323,223,28,4
AIR10344705,2021-04,92314,Big Bear City,2-5 Units,3,1,5,796,30,0.133333333,199,116,4
AIR10344705,2021-05,92314,Big Bear City,2-5 Units,3,1,5,390,31,0.064516129,195,9,2
AIR10344705,2021-06,92314,Big Bear City,2-5 Units,3,1,5,0,30,0,,,
AIR10344705,2021-07,92314,Big Bear City,2-5 Units,3,1,5,1569,31,0.258064516,196.125,99.5,4
AIR10344705,2021-08,92314,Big Bear City,2-5 Units,3,1,5,0,31,0,,,
AIR10344705,2021-09,92314,Big Bear City,2-5 Units,3,1,5,350,30,0.066666667,175,3,2
AIR10344705,2022-01,92314,Big Bear City,2-5 Units,3,1,5,2448,31,0.387096774,204,40.25,2.75
AIR10344705,2022-10,92314,Big Bear City,2-5 Units,3,1,5,0,31,0,,,
AIR10344705,2022-11,92314,Big Bear City,2-5 Units,3,1,5,639,30,0.1,213,23,3
AIR10344705,2022-12,92314,Big Bear City,2-5 Units,3,1,5,3310,31,0.516129032,206.875,100,3.4
AIR10344705,2022-02,92314,Big Bear City,2-5 Units,3,1,5,0,28,0,,,
AIR10344705,2022-03,92314,Big Bear City,2-5 Units,3,1,5,0,31,0,,,
AIR10344705,2022-04,92314,Big Bear City,2-5 Units,3,1,5,0,30,0,,,
AIR10344705,2022-05,92314,Big Bear City,2-5 Units,3,1,5,0,31,0,,,
AIR10344705,2022-06,92314,Big Bear City,2-5 Units,3,1,5,0,30,0,,,
AIR10344705,2022-07,92314,Big Bear City,2-5 Units,3,1,5,0,31,0,,,
AIR10344705,2022-08,92314,Big Bear City,2-5 Units,3,1,5,0,31,0,,,
AIR10344705,2022-09,92314,Big Bear City,2-5 Units,3,1,5,0,30,0,,,
AIR10389410,2020-01,92315,Big Bear Lake,Professionals,3,2,12,198.9799957,31,0.032258065,198.9799957,315,4
AIR10389410,2020-02,92315,Big Bear Lake,Professionals,3,2,12,0,29,0,,,
AIR10389410,2020-03,92315,Big Bear Lake,Professionals,3,2,12,0,31,0,,,
AIR10389410,2020-04,92315,Big Bear Lake,Professionals,3,2,12,0,30,0,,,
AIR10389410,2020-05,92315,Big Bear Lake,Professionals,3,2,12,0,2,0,,,
AIR10424683,2020-01,92315,Big Bear Lake,Professionals,3,2,8,3449.959991,31,0.225806452,492.8514274,26.6,1.6
AIR10424683,2020-10,92315,Big Bear Lake,Professionals,3,2,8,0,31,0,,,
AIR10424683,2020-11,92315,Big Bear Lake,Professionals,3,2,8,2350,30,0.166666667,470,28.33333333,1.666666667
AIR10424683,2020-12,92315,Big Bear Lake,Professionals,3,2,8,5350,31,0.419354839,411.5384615,64,2.6
AIR10424683,2020-02,92315,Big Bear Lake,Professionals,3,2,8,11600,29,0.965517241,414.2857143,27.25,7
AIR10424683,2020-03,92315,Big Bear Lake,Professionals,3,2,8,0,31,0,,,
AIR10424683,2020-04,92315,Big Bear Lake,Professionals,3,2,8,8200,30,0.666666667,410,15.66666667,9.666666667
AIR10424683,2020-05,92315,Big Bear Lake,Professionals,3,2,8,0,30,0,,,
AIR10424683,2020-06,92315,Big Bear Lake,Professionals,3,2,8,0,29,0,,,
AIR10424683,2020-07,92315,Big Bear Lake,Professionals,3,2,8,2750,31,0.161290323,550,7.75,1.5
AIR10424683,2020-08,92315,Big Bear Lake,Professionals,3,2,8,3650,31,0.225806452,521.4285714,3.333333333,2
AIR10424683,2020-09,92315,Big Bear Lake,Professionals,3,2,8,900,30,0.066666667,450,25,2
AIR10424683,2021-01,92315,Big Bear Lake,Professionals,3,2,8,6350,31,0.419354839,488.4615385,14.22222222,1.444444444
AIR10424683,2021-10,92315,Big Bear Lake,Professionals,3,2,8,0,31,0,,,
AIR10424683,2021-11,92315,Big Bear Lake,Professionals,3,2,8,900,30,0.066666667,450,17,2
AIR10424683,2021-12,92315,Big Bear Lake,Professionals,3,2,8,4300,31,0.322580645,430,52.83333333,1.833333333
AIR10424683,2021-02,92315,Big Bear Lake,Professionals,3,2,8,3250,28,0.25,464.2857143,12,1.75
AIR10424683,2021-03,92315,Big Bear Lake,Professionals,3,2,8,0,31,0,,,
AIR10424683,2021-04,92315,Big Bear Lake,Professionals,3,2,8,0,30,0,,,
AIR10424683,2021-05,92315,Big Bear Lake,Professionals,3,2,8,0,31,0,,,
AIR10424683,2021-06,92315,Big Bear Lake,Professionals,3,2,8,0,30,0,,,
AIR10424683,2021-07,92315,Big Bear Lake,Professionals,3,2,8,0,31,0,,,
AIR10424683,2021-08,92315,Big Bear Lake,Professionals,3,2,8,0,31,0,,,
AIR10424683,2021-09,92315,Big Bear Lake,Professionals,3,2,8,0,30,0,,,
AIR10424683,2022-01,92315,Big Bear Lake,Professionals,3,2,8,2750,31,0.161290323,550,20.75,1
AIR10424683,2022-10,92315,Big Bear Lake,Professionals,3,2,8,0,31,0,,,
AIR10424683,2022-11,92315,Big Bear Lake,Professionals,3,2,8,0,30,0,,,
AIR10424683,2022-12,92315,Big Bear Lake,Professionals,3,2,8,4500,31,0.322580645,450,47.8,2.2
AIR10424683,2022-02,92315,Big Bear Lake,Professionals,3,2,8,900,28,0.071428571,450,19,1
AIR10424683,2022-03,92315,Big Bear Lake,Professionals,3,2,8,0,31,0,,,
AIR10424683,2022-04,92315,Big Bear Lake,Professionals,3,2,8,0,30,0,,,
AIR10424683,2022-05,92315,Big Bear Lake,Professionals,3,2,8,0,31,0,,,
AIR10424683,2022-06,92315,Big Bear Lake,Professionals,3,2,8,0,30,0,,,
AIR10424683,2022-07,92315,Big Bear Lake,Professionals,3,2,8,0,31,0,,,
AIR10424683,2022-08,92315,Big Bear Lake,Professionals,3,2,8,0,31,0,,,
AIR10424683,2022-09,92315,Big Bear Lake,Professionals,3,2,8,0,30,0,,,
AIR10471190,2020-01,92314,Big Bear City,2-5 Units,3,2,8,7228.450012,31,0.903225806,258.158929,77.91666667,3
AIR10471190,2020-10,92314,Big Bear City,2-5 Units,3,2,8,4525,31,0.612903226,238.1578947,23.42857143,2.571428571
AIR10471190,2020-11,92314,Big Bear City,2-5 Units,3,2,8,7705,30,0.9,285.3703704,33.25,3.75
AIR10471190,2020-12,92314,Big Bear City,2-5 Units,3,2,8,9735,31,0.903225806,347.6785714,48.14285714,3.714285714
AIR10471190,2020-02,92314,Big Bear City,2-5 Units,3,2,8,5200,29,0.75862069,236.3636364,59,2.714285714
AIR10471190,2020-03,92314,Big Bear City,2-5 Units,3,2,8,1038,31,0.129032258,259.5,5,2
AIR10471190,2020-04,92314,Big Bear City,2-5 Units,3,2,8,5475,30,0.966666667,188.7931034,8.5,14.5
AIR10471190,2020-06,92314,Big Bear City,2-5 Units,3,2,8,4235,25,0.84,201.6666667,20.71428571,3.142857143
AIR10471190,2020-07,92314,Big Bear City,2-5 Units,3,2,8,6420,31,1,207.0967742,34,3.4
AIR10471190,2020-08,92314,Big Bear City,2-5 Units,3,2,8,6010,31,0.903225806,214.6428571,23,4.333333333
